Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
10.184.237.176,23.49.60.50,1,1138,4,3,2,2,702,54,227.6,5,2,3
10.184.237.176,23.49.60.50,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,10.128.128.126,1,108,2,1,1,1,54,54,54.0,2,0,2
10.128.128.126,10.184.237.176,1,7930,17,3,2,3,1514,54,440.55555555555554,18,8,10
10.184.237.176,74.125.204.155,1,168,3,1,2,2,60,54,56.0,3,1,2
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.50,1,54,1,1,1,1,54,54,54,1,0,1
74.125.204.155,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,23.49.60.50,0,108,2,0,2,1,54,54,54.0,2,0,2
10.184.237.176,104.18.21.226,1,108,2,1,1,1,54,54,54.0,2,0,2
104.18.21.226,10.184.237.176,0,60,1,0,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,1,41830,55,3,2,2,1514,54,746.9642857142859,56,25,31
52.109.120.3,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,1,45689,63,3,3,2,1514,54,713.890625,64,28,36
10.184.237.176,74.125.204.155,1,2101,10,3,2,2,265,54,191.0,11,2,9
10.184.237.176,74.125.204.155,1,108,2,1,1,1,54,54,54.0,2,0,2
74.125.204.155,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
173.222.148.43,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,173.222.148.43,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,74.125.204.155,1,168,3,1,2,2,60,54,56.0,3,1,2
74.125.204.155,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
52.109.120.3,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,0,54,1,0,1,1,54,54,54,1,0,1
74.125.204.155,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,74.125.204.155,1,2101,10,3,2,2,265,54,191.0,11,2,9
10.184.237.176,74.125.204.155,1,108,2,1,1,1,54,54,54.0,2,0,2
74.125.204.155,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,74.125.204.155,1,168,3,1,2,2,60,54,56.0,3,1,2
10.184.237.176,216.58.200.14,1,5154,15,5,3,3,1484,54,303.1764705882353,17,9,8
10.184.237.176,216.58.200.2,1,2426,14,6,3,3,266,54,151.625,16,4,12
10.184.237.176,23.215.135.48,1,1160,4,3,2,2,718,54,232.0,5,2,3
10.184.237.176,23.215.135.48,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.215.135.48,1,1142,4,3,2,2,706,54,228.4,5,2,3
10.184.237.176,23.215.135.48,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,216.58.200.14,1,108,2,1,2,1,54,54,54.0,2,0,2
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,216.58.200.2,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,216.58.200.2,1,108,2,1,2,1,54,54,54.0,2,0,2
10.184.237.176,216.58.200.14,1,108,2,1,2,1,54,54,54.0,2,0,2
10.184.237.176,216.58.200.2,1,54,1,1,1,1,54,54,54,1,0,1
216.58.200.2,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,216.58.200.2,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,216.58.200.2,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,216.58.200.2,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,10.128.128.126,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,216.58.200.2,1,380,3,1,2,2,266,54,126.66666666666667,3,1,2
10.128.128.126,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,10.128.128.126,1,108,2,1,1,1,54,54,54.0,2,0,2
216.58.200.14,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
216.58.200.14,10.184.237.176,0,60,1,0,1,1,60,60,60,1,0,1
10.128.128.126,10.184.237.176,1,8337,22,5,3,4,1514,54,347.375,24,11,13
216.58.200.2,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,216.58.200.2,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.215.135.48,1,54,1,1,1,1,54,54,54,1,0,1
74.125.204.155,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,216.58.200.2,1,320,2,1,1,1,266,54,160.0,2,0,2
10.184.237.176,23.215.135.48,0,108,2,0,2,1,54,54,54.0,2,0,2
216.58.200.2,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,216.58.200.2,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,1331,6,4,2,2,714,54,190.14285714285714,7,3,4
10.184.237.176,23.49.60.49,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,144.76.116.39,0,669255,668,4,3,3,1514,54,998.8880597014926,670,437,233
10.184.237.176,74.125.204.155,0,1829,11,5,3,3,265,54,140.69230769230768,13,3,10
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,216.58.221.227,0,9078,33,5,3,3,1484,54,259.37142857142857,35,17,18
10.184.237.176,104.20.123.38,0,5210,26,4,3,3,974,54,186.07142857142858,28,14,14
10.184.237.176,23.49.60.49,1,1544,7,4,2,2,714,54,193.0,8,3,5
10.184.237.176,23.49.60.49,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,10.128.128.126,1,108,2,1,1,1,54,54,54.0,2,0,2
10.128.128.126,10.184.237.176,0,60,1,0,1,1,60,60,60,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
