Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
52.108.32.2,10.184.237.176,0,482877,2099,0,2,2,1514,54,230.0509766555503,2099,940,1159
52.114.74.43,10.184.237.176,0,28829,57,4,5,5,1514,54,488.6271186440679,59,31,28
52.109.124.5,10.184.237.176,1,31357,41,1,2,2,1514,54,764.8048780487804,41,22,19
10.184.237.176,151.101.1.69,1,650,10,1,2,2,112,54,65.0,10,5,5
10.184.237.176,108.177.97.155,1,590,3,1,2,2,265,60,196.66666666666666,3,1,2
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,42399,59,3,3,2,1514,54,706.6500000000001,60,26,34
10.184.237.176,13.107.136.9,0,1884149,2248,2,3,3,1514,54,837.3995555555556,2250,1152,1098
10.184.237.176,108.177.97.155,1,108,2,1,1,1,54,54,54.0,2,0,2
108.177.97.155,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.188,0,781,13,0,2,2,66,55,60.07692307692308,13,6,7
10.184.237.176,108.177.97.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,103.102.166.224,1,509,8,1,2,2,92,54,63.625,8,4,4
10.184.237.176,198.252.206.25,0,923,14,0,2,2,112,55,65.92857142857143,14,7,7
10.184.237.176,108.177.97.155,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.155,1,319,2,1,1,1,265,54,159.5,2,0,2
10.184.237.176,108.177.97.155,1,319,2,1,2,1,265,54,159.5,2,0,2
103.102.166.240,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,103.102.166.240,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,103.102.166.240,1,200,3,1,2,2,92,54,66.66666666666667,3,1,2
10.184.237.176,103.102.166.240,1,54,1,1,1,1,54,54,54,1,0,1
103.102.166.240,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,103.102.166.240,0,311,5,0,2,2,77,54,62.2,5,3,2
10.184.237.176,13.107.6.171,1,29101,73,11,5,5,1514,54,382.9078947368421,76,40,36
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,42218,59,3,3,2,1514,54,703.6333333333332,60,26,34
10.184.237.176,108.177.97.155,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,108.177.97.155,1,2391,13,3,4,4,265,54,149.4375,16,4,12
10.184.237.176,52.109.120.3,1,41852,56,3,2,2,1514,54,734.2456140350877,57,25,32
