Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
64.233.188.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,64.233.188.156,1,319,2,1,1,1,265,54,159.5,2,0,2
10.184.237.176,64.233.188.156,1,1926,15,7,5,4,265,54,107.0,18,6,12
10.184.237.176,52.109.120.3,1,43914,62,3,2,2,1514,54,697.047619047619,63,30,33
52.109.120.3,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,1,42332,61,3,3,2,1514,54,682.774193548387,62,27,35
10.184.237.176,64.233.188.156,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,64.233.188.156,1,265,1,1,1,1,265,265,265,1,0,1
64.233.188.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,64.233.188.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,64.233.188.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,64.233.188.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,64.233.188.156,1,319,2,1,1,1,265,54,159.5,2,0,2
64.233.188.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,64.233.188.156,1,373,3,1,2,1,265,54,124.33333333333333,3,0,3
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,46884,64,3,3,2,1514,54,721.2923076923076,65,29,36
10.184.237.176,64.233.188.156,1,170,3,1,3,2,60,55,56.666666666666664,3,1,2
10.184.237.176,64.233.188.156,1,1950,10,3,3,3,265,54,162.5,12,3,9
10.184.237.176,64.233.188.156,1,108,2,1,1,1,54,54,54.0,2,0,2
64.233.188.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,64.233.188.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,64.233.188.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,64.233.188.156,1,319,2,1,1,1,265,54,159.5,2,0,2
64.233.188.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,64.233.188.156,1,114,2,1,2,2,60,54,57.0,2,1,1
52.109.120.3,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,64.233.188.156,1,222,4,1,3,2,60,54,55.5,4,1,3
10.184.237.176,64.233.188.156,1,1968,11,4,2,2,265,54,164.00000000000003,12,3,9
52.109.124.5,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.124.5,1,44242,65,3,3,2,1514,54,670.3333333333334,66,29,37
10.184.237.176,64.233.188.156,1,108,2,1,1,1,54,54,54.0,2,0,2
64.233.188.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,64.233.188.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,64.233.188.156,1,319,2,1,1,1,265,54,159.5,2,0,2
64.233.188.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,64.233.188.156,1,168,3,1,2,2,60,54,56.0,3,1,2
52.109.124.5,10.184.237.176,1,1640,3,1,2,2,1514,60,546.6666666666666,3,1,2
10.184.237.176,52.109.124.5,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,64.233.188.156,0,1431,11,6,3,3,265,54,110.07692307692308,13,4,9
13.107.6.171,10.184.237.176,0,120,2,0,1,1,60,60,60.0,2,0,2
