Source Ip,Dest Ip,Flag,Size,ACK Total, SYN/FIN Total,# of Src Ports,# of Dst Ports,MIN packet size,MAX packet size,AVG packet size,packet amount,INC packets,OUT packets
10.184.237.176,52.114.74.43,0,36316,59,4,4,5,1514,54,595.344262295082,61,24,37
10.184.237.176,64.233.188.156,1,325,2,1,2,2,265,60,162.5,2,1,1
52.108.32.2,10.184.237.176,0,44446,336,2,3,3,1514,54,131.88724035608305,337,156,181
10.184.237.176,13.107.6.171,0,26886,75,4,4,4,1514,54,349.1688311688311,77,43,34
10.184.237.176,108.177.97.188,0,847,14,0,2,2,66,55,60.5,14,7,7
10.184.237.176,13.107.136.9,0,324195,473,2,3,3,1514,54,683.9556962025315,474,242,232
10.184.237.176,64.233.188.156,1,638,4,1,2,1,265,54,159.5,4,0,4
10.184.237.176,198.252.206.25,0,989,15,0,2,2,112,55,65.93333333333334,15,8,7
10.184.237.176,64.233.188.156,1,435,3,1,3,2,265,55,108.75,4,1,3
10.184.237.176,23.49.60.49,1,1156,4,3,2,2,714,54,231.2,5,2,3
10.184.237.176,23.49.60.49,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,10.128.128.126,1,7862,16,3,2,2,1514,54,462.47058823529414,17,9,8
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,1138,4,3,2,2,702,54,227.6,5,2,3
10.184.237.176,23.49.60.49,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,64.233.188.156,1,1620,9,3,3,2,265,54,162.0,10,1,9
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,108.177.97.156,1,499,7,4,2,2,66,54,62.375,8,4,4
10.184.237.176,10.128.128.126,1,108,2,1,1,1,54,54,54.0,2,0,2
10.128.128.126,10.184.237.176,1,7984,18,3,2,3,1514,54,420.2105263157895,19,9,10
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.49.60.49,0,108,2,0,2,1,54,54,54.0,2,0,2
64.233.188.156,10.184.237.176,0,120,0,0,1,2,60,60,60.0,2,0,2
10.184.237.176,211.36.85.142,0,1188,0,18,6,1,66,66,66.0,18,0,18
10.184.237.176,108.177.97.156,1,108,2,1,1,1,54,54,54.0,2,0,2
10.184.237.176,108.177.97.156,1,2161,11,3,2,3,265,54,180.08333333333334,12,3,9
10.184.237.176,108.177.97.156,1,108,2,1,1,1,54,54,54.0,2,0,2
108.177.97.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,168,3,1,2,2,60,54,56.0,3,1,2
10.184.237.176,104.85.70.36,1,5486,11,3,2,2,1514,54,457.1666666666667,12,6,6
10.184.237.176,23.57.114.227,1,6956,22,7,4,4,1514,54,278.24,25,12,13
108.177.97.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,1,41798,55,3,2,2,1514,54,746.3928571428571,56,25,31
10.184.237.176,23.49.60.185,0,19669,25,2,2,2,1514,54,756.5,26,15,11
52.109.120.3,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,52.109.120.3,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,108.177.97.156,1,2101,10,3,2,2,265,54,191.0,11,2,9
10.184.237.176,108.177.97.156,1,108,2,1,1,1,54,54,54.0,2,0,2
108.177.97.156,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,114,2,1,2,2,60,54,57.0,2,1,1
10.184.237.176,108.177.97.156,1,168,3,1,2,2,60,54,56.0,3,1,2
10.184.237.176,23.57.114.227,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.57.114.227,1,54,1,1,1,1,54,54,54,1,0,1
104.85.70.36,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,104.85.70.36,0,54,1,0,1,1,54,54,54,1,0,1
10.184.237.176,23.57.114.227,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.57.114.227,1,54,1,1,1,1,54,54,54,1,0,1
10.184.237.176,23.57.114.227,1,54,1,1,1,1,54,54,54,1,0,1
23.57.114.227,10.184.237.176,1,60,1,1,1,1,60,60,60,1,0,1
10.184.237.176,23.57.114.227,1,114,2,1,2,2,60,54,57.0,2,1,1
